,Text,Time_Diff_seconds
5196,['They have.'],1.2
5197,"['Now we see what', 'their words are worth.']",2.268
5198,['Yeah.'],1.167
5199,['Are you afraid?'],2.401
5200,['I must be.'],1.7
5201,['Good.'],2.168
5202,['Why is that good?'],2.034
5203,"['It means', ""you're not stupid.""]",2.301
5204,"[""You've had this"", 'since dawn?']",1.901
5205,"['He sent it to me,', 'not you.']",2.568
5206,"[""I've only shown it"", 'to you as a courtesy.']",2.434
5207,['A courtesy?!'],1.867
5208,"['My husband has been', 'taken prisoner.']",2.002
5209,"['My son intends', 'to declare war.']",1.634
5210,['A war?'],1.867
5211,"['Your son against', 'the Lannisters?']",2.402
5212,"['You should go to him.', 'Teach him patience.']",3.069
5213,"['Ned rots in a dungeon', 'and you speak of patience?']",3.169
5214,['He is your brother by law!'],2.702
5215,"['Does family mean', 'nothing to you?']",2.869
5216,"['Family means', 'everything to me.']",2.869
5217,"['And I will not', ""risk Robin's life""]",2.435
5218,"['to get caught up in another', ""of your husband's wars.""]",2.469
5219,"[""- I'm hungry."", '- Hush now, darling.']",2.902
5220,['You just ate.'],2.201
5221,"['You will not support us then?', 'Do I understand you correctly?']",2.835
5222,"[""- But I'm hungry!"", '- Soon, love, soon.']",3.836
5223,"[""You're always"", 'welcome here, sister.']",2.301
5224,"[""But if you're asking me to send men"", 'from the Vale to fight--']",3.001
5225,['That is what I ask.'],2.201
5226,"['Go on, sweet.', 'Time for your bath.']",2.869
5227,"[""I'll feed you after.""]",2.602
5228,"['If you fear for the safety', 'of your son--']",2.402
5229,"['Of course I fear', 'for the safety of my son!']",2.668
5230,['Are you an idiot?'],2.502
5231,['They killed my husband.'],2.402
5232,"['You say they shoved', 'your boy from a window.']",2.435
5233,"['These people', 'will do anything.']",2.535
5234,"['And that is why', 'we have to stop them.']",2.067
5235,"['The knights of the Vale', 'will stay in the Vale']",2.768
5236,"['where they belong,', 'to protect their Lord.']",3.736
5237,['Will you shut up?'],3.402
5238,"[""There's hill tribes"", 'all around here.']",2.034
5239,"[""If I'm going to die,""]",2.468
5240,"['it may as well be', 'with a song in my heart.']",2.335
5241,"['I should just take your food', 'and leave you here.']",3.236
5242,"['Eh? What would', 'you do then?']",3.269
5243,"['Starve, most likely.']",2.836
5244,"[""You don't think"", ""I'd do it, do you?""]",1.834
5245,"['What do you want, Bronn?', 'Gold? Women?']",3.035
5246,['Golden women?'],2.902
5247,"['Stick with me', ""and you'll have them all,""]",2.202
5248,"[""for as long as I'm around"", 'and not for a moment longer.']",2.834
5249,['But you knew that.'],3.268
5250,"['That is why you so valiantly took', 'up arms to defend my honor.']",3.568
5251,['Fair enough.'],2.335
5252,"[""But don't go looking"", 'for me to bend the knee']",2.535
5253,"['and ""My Lord"" you', 'every time you take a shit.']",2.569
5254,"[""I'm not your toady"", ""and I'm not your friend.""]",3.269
5255,"['Though I would treasure', 'your friendship,']",2.102
5256,"[""I'm mainly interested"", 'in your facility with murder.']",2.602
5257,"['And if the day ever comes when', ""you're tempted to sell me out,""]",3.403
5258,['remember this:'],1.734
5259,"['Whatever their price,', ""I'll beat it.""]",2.868
5260,['I like living.'],2.101
5261,['Tyrion.'],3.836
5262,['Tyrion.'],1.233
5263,['Tyrion.'],1.868
5264,"['Come, share our fire.']",2.569
5265,"['Help yourselves', 'to our goat.']",2.768
5266,"['When you meet your Gods,', 'you tell them']",2.834
5267,['Shagga Son of Dolf'],1.934
5268,"['of the Stone Crows', 'sent you.']",3.369
5269,"['I am Tyrion son of Tywin', 'of Clan Lannister.']",3.403
5270,"['How would you like to die,', 'Tyrion son of Tywin?']",3.035
5271,"['In my own bed,', 'at the age of 80']",2.468
5272,"['with a bellyful of wine and', ""a girl's mouth around my cock.""]",2.868
5273,['Take the half man.'],2.202
5274,"['He can dance for the children.', 'Kill the other one.']",2.768
5275,['No no no no no!'],2.101
5276,"['My-- my House is rich', 'and powerful.']",3.069
5277,"['If you see us', 'through these mountains,']",2.668
5278,"['my father will', 'shower you with gold.']",1.968
5279,"['We have no use', ""for a half man's promises.""]",2.035
5280,"['Half a man maybe, but at least I have', 'the courage to face my enemies.']",4.571
5281,['What do the Stone Crows do?'],1.601
5282,"['Hide behind rocks', 'and shiver']",2.235
5283,"['when the knights', 'of the Vale ride by?']",2.969
5284,"['Are those the best weapons', 'you could steal?']",2.635
5285,"['Good enough', 'for killing sheep,']",1.934
5286,"['if the sheep', ""don't fight back.""]",1.734
5287,"['Lannister smiths', 'shit better steel.']",2.201
5288,"['You think you can win us over', 'with your trinkets?']",3.402
5289,"['That trinket is worth more than', 'everything your tribe owns.']",3.403
5290,"['But if you help us,', 'Shagga Son of Dolf,']",3.37
5291,['I will not give you trinkets.'],2.669
5292,['I will give you this.'],2.469
5293,"['What is ""this""?']",1.601
5294,['The Vale of Arryn.'],2.501
5295,"['The Lords of the Vale have always', 'spat upon the hill tribes.']",3.302
5296,"['The Lords of the Vale', 'want me dead.']",3.169
5297,"['I believe it is time', 'for new Lords of the Vale.']",3.102
5298,"['Ser Alliser:', ""Now there's a rare sight--""]",2.301
5299,"['not only a bastard,', ""but a traitor's bastard.""]",3.502
5300,"['- Jon, no!', '- Jon, stop, put it down!']",2.802
5301,['Blood will always tell.'],2.068
5302,"[""You'll hang"", 'for this, bastard.']",3.137
5303,"['I told you not to do', 'anything stupid.']",3.234
5304,"[""You're confined"", 'to quarters. Go.']",3.635
5305,"[""Ghost, what's wrong?""]",1.934
5306,['Is something out there?'],2.102
5307,['Commander?'],2.268
5308,['Stay.'],2.802
5309,['Hello?'],2.235
5310,"[""Who's there?""]",1.034
5311,['Lord Commander?'],2.935
5312,['Snow?'],1.834
5313,['Commander!'],1.6
5314,['Move move!'],1.633
5315,['What did they do?'],2.468
5316,"['I thought the Dothraki', ""didn't believe in money.""]",3.369
5317,"['Gold to hire ships,', 'Princess,']",3.903
5318,"['ships to sail', 'to Westeros.']",2.836
5319,"['Jorah, make them stop.']",2.468
5320,"['- Khaleesi?', '- You heard me.']",2.234
5321,"['These men have shed blood for their Khal.', 'Now they claim their rewards.']",3.502
5322,"['Princess, you have', 'a gentle heart,']",2.368
5323,"['but this is how', ""it's always been.""]",2.002
5324,"['I do not have', 'a gentle heart, Ser.']",2.969
5325,"['Kash qoy qoyi thira disse.', 'Me qorasokh anni!']",2.501
5326,"['- Come.', ""- Man: Anha afichak mae m'arakhoon!""]",4.136
5327,"['What do you want', 'done with them?']",1.868
5328,"['Bring her to me.', 'And those women there.']",2.567
5329,"['You cannot claim', 'them all, Princess.']",2.434
5330,"['I can,']",2.035
5331,['and I will.'],2.702
5332,['Me Fati!'],1.967
5333,"['Khaleesi vazha', 'anhaan qorasokh anni,']",3.47
5334,"[""ch'anha afichak"", ""mae m'arakhoon anni!""]",2.335
5335,['Me vastoe hatif anni;'],2.836
5336,"['ahhazaan', 'yer Nemo vacchaki.']",2.702
5337,['Ohos.'],2.902
5338,['Os.'],1.867
5339,"['Thank you,', 'silver lady.']",2.135
5340,['Who are you?'],2.467
5341,"['I am named Mirri Maz Duur.', 'I was the Godswife of this Temple.']",2.935
5342,"['My mother was Godswife', 'here before me.']",2.736
5343,"['She taught me how to make', 'healing smokes and ointments.']",2.435
5344,"['All men are of one flock,', 'so my people believe.']",3.003
5345,"['The Great Shepherd sent me', 'to Earth to heal his--']",2.101
5346,"['lamb or lion,']",2.001
5347,"['his wound must be', 'washed and sewn']",2.669
5348,['or it will fester.'],2.267
5349,"['For 30 years', ""I've been making corpses""]",3.303
5350,"['out of men, boy.']",1.834
5351,"[""I'm the man you want"", 'leading the Vanguard.']",2.734
5352,"['Galbart Glover', 'will lead the Van.']",2.167
5353,['The bloody Wall will melt'],2.667
5354,"['before an Umber marches', 'behind a Glover.']",3.068
5355,['I will lead the Van'],2.235
5356,['or I will take my men'],2.301
5357,['and march them home.'],2.101
5358,"['You are welcome', 'to do so, Lord Umber.']",2.669
5359,"['And when I am done', 'with the Lannisters']",3.069
5360,"['I will march back North,']",2.301
5361,['root you out of your Keep'],1.467
5362,"['and hang you', 'for an oathbreaker.']",2.67
5363,"['Oathbreaker, is it?!']",2.001
5364,"[""I'll not sit here"", 'and swallow insults']",2.569
5365,"['from a boy so green', 'he pisses grass.']",2.535
5366,"['My Lord father taught me', 'it was death to bare steel']",2.301
5367,['against your Liege Lord.'],2.068
5368,"['But doubtless the Greatjon only meant', 'to cut my meat for me.']",4.304
5369,['Your meat...'],2.435
5370,['is bloody tough.'],2.669
5371,"[""- What is it? What's happened?"", ""- Shh, it's all right.""]",2.969
5372,"['- Where are you going?', '- South. For father.']",3.569
5373,"[""But it's the middle"", 'of the night.']",1.701
5374,"['The Lannisters have', 'spies everywhere.']",2.134
5375,"[""I don't want them"", ""to know we're coming.""]",2.567
5376,"['They have', 'more men than we do.']",2.702
5377,"['Aye, they do.']",2.201
5378,"[""Can't I come with you?""]",2.067
5379,"['I can ride now.', ""You've seen me riding.""]",2.501
5380,"[""And I won't get"", 'in the way, I--']",2.102
5381,"['There must always be', 'a Stark at Winterfell.']",2.535
5382,"['Until I return', 'that will be you.']",2.135
5383,"['You are not to leave the castle walls', 'while we are gone. Do you understand?']",3.269
5384,"['Listen to Maester Luwin.', 'Look after your little brother.']",3.369
5385,['I will.'],2.135
5386,"[""I'll send letters"", 'whenever I can,']",2.068
5387,"[""but if you don't"", 'hear from me,']",2.236
5388,"[""don't be scared.""]",1.901
5389,['Until I return.'],2.201
5390,"['How long have you been', 'hiding out there?']",3.068
5391,"['Robb will be looking for you', 'to say goodbye.']",3.469
5392,"[""They've all gone away.""]",1.934
5393,"[""They'll be back soon."", 'Robb will free father']",2.935
5394,"[""and they'll come back"", 'with mother.']",2.202
5395,"[""No, they won't.""]",2.502
5396,"['Please watch', 'over Robb.']",2.101
5397,"['And watch over all the', 'other men from Winterfell.']",2.468
5398,"['And Theon too,', 'I suppose.']",3.169
5399,"['You hear them, boy?']",2.768
5400,"['The Old Gods are', 'answering you.']",2.601
5401,"['What are you', 'doing here?']",1.901
5402,"[""They're my Gods too.""]",2.869
5403,"['Beyond the Wall,', ""they're the only Gods.""]",3.603
5404,"['Even slaves', 'are allowed to pray.']",2.302
5405,"[""You're not a slave.""]",2.368
5406,"['Well, your friend did', 'put a knife to my throat.']",2.969
5407,"[""I'm not complaining,"", 'Little Lord,']",2.602
5408,['just telling truths.'],2.735
5409,"['What did you mean', 'about hearing the Gods?']",2.802
5410,"['You asked them,']",2.334
5411,"[""they're answering you.""]",1.634
5412,['Shh.'],2.969
5413,['Open your ears.'],1.667
5414,"[""It's only the wind.""]",2.234
5415,"['Who do you think', 'sends the wind']",3.002
5416,['if not the Gods?'],1.968
5417,"['They see you, boy.']",1.701
5418,['They hear you.'],2.402
5419,"['Your brother will get no help', ""from them where he's going.""]",2.836
5420,"['The Old Gods have', 'no power in the South.']",2.802
5421,"['The Weirwoods there were', 'all cut down a long time ago.']",3.669
5422,"['How can they watch', 'when they have no eyes?']",2.769
5423,"[""Well, there's a big man.""]",3.869
5424,"[""He has giants' blood"", ""in him or I'm the Queen.""]",3.169
5425,"['Go back and find', 'your clothes, Hodor.']",2.368
5426,['Go dress.'],1.834
5427,['Hodor.'],1.533
5428,"['Are there really giants', 'beyond the Wall?']",2.201
5429,"['Giants', 'and worse than giants.']",2.969
5430,"['I tried telling', 'your brother,']",2.969
5431,"[""he's marching"", 'the wrong way.']",1.801
5432,"['All these swords,', 'they should be going North, boy.']",3.503
5433,"['North, not south!']",2.168
5434,['The cold winds are rising.'],2.401
5435,"['They were touched', 'by White Walkers.']",2.335
5436,"[""That's why"", 'they came back.']",1.968
5437,"[""That's why their eyes"", 'turned blue.']",2.869
5438,"['Only fire will', 'stop them.']",3.135
5439,['How do you know that?'],1.767
5440,"['I read about it', 'in a book--']",1.734
5441,"['a very old book', ""in Maester Aemon's library.""]",3.069
5442,"['What else', 'did the book say?']",2.134
5443,['The White Walkers'],1.9
5444,"['sleep beneath the ice', 'for thousands of years.']",2.768
5445,['And when they wake up--'],2.536
5446,"['And when they', 'wake up, what?']",3.837
5447,"['I hope The Wall', 'is high enough.']",2.502
5448,"['Summer snows, My Lady.']",2.301
5449,"[""Robb's brought"", 'the North with him.']",3.035
5450,"['The River Lords', 'are falling back']",1.867
5451,"['with Jaime Lannister', 'at their heels.']",1.834
5452,"['And Lord Tywin is bringing around a', 'second Lannister army from the South.']",3.403
5453,"[""Our scouts confirm it's even larger"", ""than the Kingslayer's.""]",2.769
5454,"['One army or two,', 'the Kings in the North']",3.27
5455,"['threw back hosts', '10 times as large.']",3.803
5456,['Mother!'],1.667
5457,['You look well.'],2.233
5458,"[""Lady Catelyn, you're a welcome"", 'sight in these troubled times.']",3.769
5459,"['We had not thought', 'to meet you here, My Lady.']",2.469
5460,"['I had not thought', 'to be here.']",2.568
5461,"['I would speak', 'with my son alone.']",2.068
5462,"['I know you will', 'forgive me, My Lords.']",2.302
5463,"['You heard her!', 'Move your asses!']",2.234
5464,"['Come on, out.']",2.335
5465,"['You too, Greyjoy.', 'Are you bloody deaf?']",2.635
5466,"['Have no fear, My Lady.']",1.902
5467,"[""We'll shove our swords"", ""up Tywin Lannister's bunghole""]",2.768
5468,"[""and then it's on to the Red Keep"", 'to free Ned.']",2.769
5469,"['- You old devil, Rodrik.', '- Jon.']",2.934
5470,"[""You're not"", 'wasting away, are you?']",2.334
5471,"['I remember the day', 'you came into this world']",2.835
5472,['red-faced and squalling.'],3.035
5473,"['And now I find you', 'leading a host to war.']",2.669
5474,"['- There was no one else.', '- No one?']",2.402
5475,"['Who were those men', 'I saw here?']",2.735
5476,"['- None of them are Starks.', '- All of them are seasoned in battle.']",3.069
5477,"['If you think you can send me back', 'to Winterfell--']",3.036
5478,"['Oh, would that I could.']",2.268
5479,['There was...'],1.968
5480,['a letter.'],2.435
5481,['From Sansa.'],1.435
5482,"['From the Queen,', 'you mean.']",2.301
5483,"[""- There's no mention of Arya."", '- No.']",3.102
5484,"['How many men', 'do you have?']",2.334
5485,"['18,000.']",2.402
5486,"[""If I go to King's Landing"", 'and bend my knee to Joffrey--']",2.468
5487,"['you would never', 'be allowed to leave. No.']",3.069
5488,"['Our best hope--', 'our only hope--']",2.769
5489,"['is that you can defeat', 'them in the field.']",3.303
5490,['And if I lose?'],2.034
5491,"['Do you know what happened', 'to the Targaryen children']",2.535
5492,"['- when the Mad King fell?', '- They were butchered in their sleep.']",3.003
5493,"['On the orders', 'of Tywin Lannister.']",2.702
5494,"['And the years have', 'not made him kinder.']",2.703
5495,"['If you lose,']",2.169
5496,"['your father dies,']",2.702
5497,"['your sisters die,']",1.534
5498,['we die.'],2.234
5499,"['Well, that makes it', 'simple then.']",2.034
5500,['I suppose it does.'],2.0
5501,"['From here it might be best if', 'Bronn and I continue alone.']",3.235
5502,"['Best for Tyrion', 'son of Tywin.']",2.569
5503,['Not best for me.'],2.001
5504,"['If the half man betrays us,']",3.17
5505,"['Shagga Son of Dolf', 'will cut off his manhood--']",3.436
5506,"['and feed it', 'to the goats, yes.']",2.535
5507,['All right then.'],2.568
5508,['Time to meet my father.'],2.202
5509,"['- Tyrion.', '- Uncle.']",2.802
5510,['Father.'],1.868
5511,"['The rumors of your demise', 'were unfounded.']",3.001
5512,"['Sorry', 'to disappoint you.']",3.401
5513,['And who are these...'],2.535
5514,['Companions of yours?'],2.234
5515,"['This is Shagga', 'Son of Dolf,']",2.433
5516,"['Chieftain', 'of the Stone Crows.']",2.368
5517,"['Timett Son of Timett,', 'ruler of the Burned Men.']",4.37
5518,"['This fair maid is', 'Chella daughter of Cheyk,']",4.738
5519,"['leader', 'of the Black Ears.']",2.369
5520,"['And here we have', 'Bronn son of...']",3.369
5521,"[""You wouldn't know him.""]",2.602
5522,"['May I present', 'My Lord Father,']",2.569
5523,"['Tywin son of Tytos', 'of House Lannister,']",2.635
5524,"['Lord of Casterly Rock', 'and Warden of the West?']",3.068
5525,"['Kind of you', 'to go to war for me.']",2.636
5526,['You left us no choice.'],1.934
5527,"['The honor of the House', 'was at stake.']",2.067
5528,"['Your brother would never have', 'submitted to capture so meekly.']",3.169
5529,"['We have our differences,', 'Jaime and I.']",2.534
5530,"[""He's braver."", ""I'm better looking.""]",2.168
5531,"[""He's been covering himself"", 'in glory.']",2.335
5532,"['Jaime smashed the River Lords', 'at the Golden Tooth,']",3.236
5533,"['and now lays siege to Riverrun,', ""Catelyn Stark's homeland.""]",3.669
5534,"['And the Starks?', 'Lord Eddard?']",2.101
5535,"['--Is our hostage. He will lead', 'no armies from his dungeon cell.']",4.07
5536,"['How did my sweet sister', 'persuade the King']",2.034
5537,"['to imprison', 'his dear friend Ned?']",1.868
5538,"['Robert Baratheon is dead.', ""Joffrey rules in King's Landing.""]",3.97
5539,"['My sister rules,', 'you mean.']",1.968
5540,"[""Stark's son has"", 'called his banners.']",2.301
5541,"['- He moves south with a strong host.', '- A green boy.']",3.436
5542,"['One taste of battle', ""and he'll run""]",1.767
5543,"['back to Winterfell', 'wi his tail between his legs.']",2.569
5544,['Maybe.'],1.5
5545,"['Though the boy does have', 'a certain belligerence.']",2.569
5546,"[""You'd like him.""]",2.502
5547,"[""While we're on"", 'the subject of war,']",4.037
5548,"['I made promises', 'to my friends here']",2.702
5549,"['and a Lannister', 'always pays his debts.']",2.368
5550,"['We shall require', '3,000 helms and shields,']",3.069
5551,"['plus swords, pikes,']",2.234
5552,"['gorgets, maces--']",1.801
5553,"['if it please My Lord,']",2.568
5554,"['Ser Addam bids me report', 'that the Northmen']",2.068
5555,['have crossed the neck.'],1.4
5556,"['The wolf rushes', ""into the lion's jaws.""]",2.468
5557,"['So be it. Kevan, command the', 'drummers beat assembly.']",4.237
5558,"['And send word to Jaime that', 'I am moving against Robb Stark.']",3.136
5559,"['At once, My Lord.']",1.968
5560,"['It is said that the men of the', 'Mountain clans are great warriors.']",2.968
5561,"['Ride with me', 'against my enemies']",1.734
5562,"['and you shall have all', 'my son promised you and more.']",3.036
5563,"['Only if the half man', 'fights with us.']",2.234
5564,"['Until we hold the steel', 'he pledged us,']",3.436
5565,"[""the little lion's"", 'life is ours.']",2.401
5566,"['The scouts report', 'Lord Tywin moves north.']",2.669
5567,"['We need to get him', 'on broken ground,']",1.834
5568,"['put his Knights', 'at a disadvantage.']",1.667
5569,"['No, we need to get', 'around him']",2.102
5570,"[""and break Jaime Lannister's"", 'siege of Riverrun.']",2.902
5571,"['Do that and the River Lords', 'will join us.']",2.835
5572,"['To do either we need to cross', 'the river']",1.868
5573,"['and the only crossing', 'is at The Twins.']",1.667
5574,"['Lord Frey controls', 'that bridge.']",2.035
5575,"[""Your father's bannerman.""]",1.567
5576,"['""The late Lord Frey""', 'my father calls him.']",3.236
5577,"[""At the Trident, he didn't appear"", 'until the battle was done.']",3.503
5578,"['Some men takes their oaths', 'more seriously than others.']",4.037
5579,"[""Robb's right."", 'We need that bridge.']",2.735
5580,"[""So what's it going to be?""]",2.101
5581,"['Do we move against', 'Jaime or Lord Tywin?']",3.402
5582,"['Your pardon, my lords.']",1.534
5583,"[""We've captured"", 'a Lannister scout.']",2.669
5584,"[""Don't worry, lad. He won't b"", 'leaving this tent with his head.']",3.336
5585,['Where did you find him?'],1.667
5586,"['In the brush above', 'the encampment.']",2.134
5587,['He looked to be counting.'],1.868
5588,['How high did you get?'],1.801
5589,"['20,000.', 'Maybe more.']",2.001
5590,"[""You don't have"", 'to do this yourself.']",1.734
5591,"['Your father', 'would understand--']",1.567
5592,"['My father unrstands mercy,', 'when there is room for it.']",4.036
5593,['And he understands honor...'],1.834
5594,['and courage.'],2.267
5595,['Let him go.'],1.834
5596,['Robb.'],2.401
5597,"['Tell Lord Tywin', 'Winter is coming for him.']",2.968
5598,"['20,000 Northerners marching south', 'to find out if he really does shit gold.']",4.937
5599,"['Yes, My Lord.']",1.5
5600,"['Thank you, My Lord.']",1.802
5601,"['Are you touched, boy?!', 'Letting him go?']",3.702
5602,['You call me boy again.'],2.035
5603,['Go on.'],1.634
5604,['Oi.'],3.202
5605,"['It is also the wish', 'of His Grace']",2.669
5606,"['that his loyal servant', 'Janos Slynt,']",5.305
5607,"['- Commander of the City Watch...', '- Ser Aron.']",3.103
5608,"['...Be at once raised', 'to the rank of Lord...']",3.57
5609,"['- Lord Gyles.', '- ...And granted the ancient seat of Harrenhal,']",5.471
5610,"['and that his sons and grandsons', 'shall hold this honor']",3.836
5611,"['after him', 'until the end of time.']",5.104
5612,"['In the place of the traitor', 'Eddard Stark,']",3.335
5613,"['it is the wish of his Grace', 'that Tywin Lannister,']",4.67
5614,"['Lord of Casterly Rock', 'and Warden of the West,']",3.803
5615,"['be appointed', 'Hand of the King.']",4.103
5616,"['Lastly,']",1.901
5617,"['in these times', 'of treason and turmoil,']",2.834
5618,"['it is the view', 'of the Council']",3.236
5619,['that the life and safety'],2.534
5620,['of King Joffrey'],2.668
5621,['be of paramount importance.'],4.237
5622,['Ser Barristan Selmy.'],2.534
5623,"['Your Grace, I am', 'yours to command.']",3.503
5624,"['Rise, Ser Barristan.']",2.102
5625,"['You may remove', 'your helm.']",2.101
5626,"['You have served the Realm', 'long and faithfully.']",2.602
5627,"['Every man and woman in the', 'Seven Kingdoms owes you thanks.']",3.97
5628,"['But it is time to put aside', 'your armor and your sword.']",3.268
5629,"['It is time to rest', 'and look back with pride']",2.903
5630,"['on your many years', 'of service.']",1.634
5631,"['Your Grace, the Kingsguard', 'is a sworn brotherhood.']",2.434
5632,"['Our vows are', 'taken for life.']",2.167
5633,"['Only death relieves us', 'of our sacred trust.']",2.502
5634,"['Whose death, Ser Barristan?', ""Yours or your King's?""]",3.703
5635,['You let my father die.'],2.869
5636,"[""You're too old"", 'to protect anybody.']",2.936
5637,"['- Your Grace--', '- The Council has determined']",2.735
5638,"['that Ser Jaime Lannister', 'will take your place']",2.435
5639,"['as Lord Commander', 'of the Kingsguard.']",2.268
5640,"['The man who', 'profaned his blade']",1.534
5641,"['with the blood of the King', 'he had sworn to defend!']",2.201
5642,"['Careful, Ser.']",1.934
5643,"['We have nothing', 'but gratitude']",1.701
5644,"['for your long service,', 'good Ser.']",2.469
5645,"['You shall be given', 'a stout Keep beside the sea,']",2.468
5646,"['with servants', 'to look after your every need.']",2.335
5647,['A hall to die in'],2.201
5648,['and men to bury me.'],2.401
5649,['I am a Knight.'],3.036
5650,['I shall die a Knight.'],3.036
5651,"['A naked Knight,', 'apparently.']",2.135
5652,"['Even now I could cut through', 'the five of you like carving a cake!']",3.436
5653,"['Here, boy!']",2.534
5654,"['Melt it down and add it', 'to the others.']",2.435
5655,"['If any man in this hall', 'has other matters']",2.335
5656,"['to set before His Grace,', 'let him speak now']",3.135
5657,"['or go forth and hold', 'his silence.']",3.236
5658,['Your Grace.'],2.135
5659,"['Come forward,', 'My Lady.']",2.369
5660,"['The Lady Sansa', 'of House Stark.']",2.736
5661,"['Do you have some business for', 'the King and the Council, Sansa?']",3.402
5662,['I do.'],1.834
5663,"['As it please Your Grace,', 'I ask mercy for my father,']",3.102
5664,"['Lord Eddard Stark,', 'who was Hand of the King.']",3.47
5665,['Treason is a noxious weed.'],2.868
5666,"['- It should be torn out, root--', '- Let her speak.']",4.17
5667,"['I want to hear', 'what she says.']",2.702
5668,"['Thank you, Your Grace.']",2.135
5669,"['Do you deny', ""your father's crime?""]",2.603
5670,"['No, My Lords.', 'I know he must be punished.']",4.471
5671,['All I ask is mercy.'],2.001
5672,"['I know My Lord father', 'must regret what he did.']",2.869
5673,"[""He was King Robert's friend"", 'and he loved him.']",2.302
5674,['You all know he loved him.'],2.201
5675,"['He never wanted to be Hand', 'until the King asked him.']",3.602
5676,"['They must have lied to him--', 'Lord Renly or Lord Stannis']",3.402
5677,"['or somebody.', 'They must have lied!']",2.802
5678,"['He said', ""I wasn't the King.""]",2.468
5679,['Why did he say that?'],2.067
5680,['He was badly hurt.'],2.268
5681,"['Maester Pycelle was giving', 'him milk of the poppy.']",2.868
5682,"[""He wasn't himself. Otherwise h"", 'never would have said it.']",4.17
5683,"[""A child's faith..."", 'Such sweet innocence.']",3.87
5684,"['And yet they say', 'wisdom oft comes']",3.67
5685,['from the mouths of babes.'],1.834
5686,"['Treason', 'is treason!']",4.137
5687,['Anything else?'],2.167
5688,"['If you still have any affection', 'in your heart for me,']",3.402
5689,"['please do me', 'this kindness, Your Grace.']",3.502
5690,"['Your sweet words', 'have moved me.']",2.267
5691,"['But your father has', 'to confess.']",2.567
5692,"['He has to confess', ""and say that I'm the King...""]",3.602
5693,"[""Or there'll be"", 'no mercy for him.']",2.135
5694,['He will.'],2.101
5695,"['<font color=#00FF00>♪ Game of Thrones 1x09 ♪</font>', '<font color=#00FFFF>Baelor</font>', 'Original Air Date on June 12, 2011']",4.0
5696,"['== sync, corrected by <font color=""#00ff00"">elderman</font> ==']",4.0
5697,"[""You've seen"", 'better days, My Lord.']",2.267
5698,['Another visit?'],2.435
5699,"['It seems', ""you're my last friend.""]",2.401
5700,"['No no,', 'many still love you.']",2.768
5701,"['Sansa came to court', 'this morning']",3.268
5702,['to plead for your life.'],2.134
5703,"['On her knees,', 'begging for me, hmmm.']",2.601
5704,"['Did you laugh', 'with the others?']",1.968
5705,"['You do me wrong, My Lord.']",1.801
5706,"['Your blood is', 'the last thing I want.']",2.201
5707,"[""I don't know"", 'what you want.']",1.801
5708,"[""I've given up"", 'trying to guess.']",1.934
5709,['When I was still a boy--'],2.135
5710,"['before they cut my balls off', 'with a hot knife--']",3.169
5711,"['I traveled with a group', 'of actors through the free cities.']",4.303
5712,"['They taught me that', 'each man has a role to play.']",3.001
5713,"['The same is true', 'at court.']",2.901
5714,"['I am the master', 'of whisperers.']",2.334
5715,"['My role is to be sly, obsequious', 'and without scruples.']",3.869
5716,"[""I'm a good actor,"", 'My Lord.']",2.401
5717,"['Huh.', 'Can you free me from this pit?']",3.502
5718,['I could.'],1.733
5719,['But will I?'],1.633
5720,['No.'],2.634
5721,"['As I said,', ""I'm no hero.""]",1.833
5722,"['What do you want?', 'Tell me.']",2.033
5723,"['No riddles, no stories--', 'tell me, what do you want?']",2.967
5724,['Peace.'],2.067
5725,"['Did you know that', 'your son is marching south']",2.801
5726,"['with an army of Northmen?', 'Loyal lad--']",3.068
5727,"['fighting for', ""his father's freedom.""]",2.635
5728,['Robb?'],2.234
5729,"[""He's just a boy.""]",2.0
5730,"['Boys have been', 'conquerors before.']",2.434
5731,"['But the man giving Cersei', 'sleepless nights']",2.301
5732,"[""is the King's--"", ""the late King's brother.""]",3.568
5733,"['Lord Stannis has the best', 'claim to the Throne,']",3.469
5734,"['he is a proven battle commander', 'and he is utterly without mercy.']",3.202
5735,"['Stannis Baratheon', ""is Robert's true heir.""]",2.134
5736,"['The Throne', 'is his by rights.']",2.268
5737,"['Tsk tsk. Sansa pleaded', 'so sweetly for your life,']",4.536
5738,"['it would be a shame', 'to throw it away.']",2.235
5739,['Cersei is no fool.'],2.735
5740,"['She knows a tame wolf is more', 'use to her than a dead one.']",4.002
5741,"['You want me to serve the', 'woman who murdered my King,']",2.735
5742,"['who butchered my men,', 'who crippled my son?']",2.735
5743,"['I want you', 'to serve the realm!']",2.068
5744,"['Tell the Queen you will confess', 'your vile treason,']",2.736
5745,"['tell your son', 'to lay down his sword']",2.268
5746,"['and proclaim Joffrey', 'as the true heir.']",3.269
5747,"['Cersei knows you', 'as a man of honor.']",3.002
5748,"['If you give her', 'the peace she needs']",2.068
5749,"['and promise to carry', 'her secret to your grave,']",2.868
5750,"['I believe she will allow you to take', 'the Black and live out your days']",3.802
5751,"['on the Wall with your brother', 'and your bastard son.']",2.434
5752,"['You think my life is', 'some precious thing to me?']",2.767
5753,"['That I would trade my honor', 'for a few more years of...']",3.402
5754,['Of what?'],1.767
5755,['You grew up with actors.'],2.035
